AREA_TITLE;OCC_CODE;OCC_TITLE;H_MEAN;A_MEAN
South Carolina;31-9094;Medical Transcriptionists;17.32;36,030
South Carolina;31-9095;Pharmacy Aides;16.77;34,880
South Carolina;31-9096;Veterinary Assistants and Laboratory Animal Caretakers;17.03;35,420
South Carolina;31-9097;Phlebotomists;18.79;39,090
South Carolina;31-9099;Healthcare Support Workers, All Other;24.06;50,030
South Carolina;33-0000;Protective Service Occupations;21.76;45,260
South Carolina;33-1011;First-Line Supervisors of Correctional Officers;32.01;66,570
South Carolina;33-1012;First-Line Supervisors of Police and Detectives;38.14;79,320
South Carolina;33-1021;First-Line Supervisors of Firefighting and Prevention Workers;35.02;72,850
South Carolina;33-1091;First-Line Supervisors of Security Workers;22.96;47,760
South Carolina;33-1099;First-Line Supervisors of Protective Service Workers, All Other;30.39;63,210
South Carolina;33-2011;Firefighters;21.42;44,550
South Carolina;33-2021;Fire Inspectors and Investigators;28.24;58,740
South Carolina;33-3011;Bailiffs;14.14;29,400
South Carolina;33-3012;Correctional Officers and Jailers;21.61;44,940
South Carolina;33-3021;Detectives and Criminal Investigators;35.38;73,600
South Carolina;33-3041;Parking Enforcement Workers;17.54;36,480
South Carolina;33-3051;Police and Sheriff's Patrol Officers;25.38;52,800
South Carolina;33-9011;Animal Control Workers;18.45;38,370
South Carolina;33-9021;Private Detectives and Investigators;25.23;52,470
South Carolina;33-9032;Security Guards;16.44;34,190
South Carolina;33-9091;Crossing Guards and Flaggers;18.68;38,860
South Carolina;33-9092;Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers;13.40;27,880
South Carolina;33-9093;Transportation Security Screeners;21.85;45,460
South Carolina;33-9094;School Bus Monitors;13.78;28,650
South Carolina;33-9099;Protective Service Workers, All Other;20.63;42,900
South Carolina;35-0000;Food Preparation and Serving Related Occupations;13.45;27,980
South Carolina;35-1011;Chefs and Head Cooks;26.56;55,240
South Carolina;35-1012;First-Line Supervisors of Food Preparation and Serving Workers;19.94;41,470
South Carolina;35-2011;Cooks, Fast Food;12.25;25,490
South Carolina;35-2012;Cooks, Institution and Cafeteria;14.72;30,620
South Carolina;35-2014;Cooks, Restaurant;15.76;32,770
South Carolina;35-2015;Cooks, Short Order;14.02;29,160
South Carolina;35-2019;Cooks, All Other;18.79;39,070
South Carolina;35-2021;Food Preparation Workers;13.83;28,760
South Carolina;35-3011;Bartenders;11.53;23,970
South Carolina;35-3023;Fast Food and Counter Workers;12.50;26,000
South Carolina;35-3031;Waiters and Waitresses;10.95;22,770
South Carolina;35-3041;Food Servers, Nonrestaurant;14.21;29,550
South Carolina;35-9011;Dining Room and Cafeteria Attendants and Bartender Helpers;12.03;25,030
South Carolina;35-9021;Dishwashers;13.11;27,260
South Carolina;35-9031;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;11.97;24,910
South Carolina;35-9099;Food Preparation and Serving Related Workers, All Other;11.83;24,600
South Carolina;37-0000;Building and Grounds Cleaning and Maintenance Occupations;15.94;33,150
South Carolina;37-1011;First-Line Supervisors of Housekeeping and Janitorial Workers;23.20;48,260
South Carolina;37-1012;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;26.82;55,780
South Carolina;37-2011;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;14.70;30,570
South Carolina;37-2012;Maids and Housekeeping Cleaners;13.79;28,680
South Carolina;37-2019;Building Cleaning Workers, All Other;19.64;40,850
South Carolina;37-2021;Pest Control Workers;18.45;38,370
South Carolina;37-3011;Landscaping and Groundskeeping Workers;16.88;35,120
South Carolina;37-3012;Pesticide Handlers, Sprayers, and Applicators, Vegetation;20.14;41,890
South Carolina;37-3013;Tree Trimmers and Pruners;21.69;45,110
South Carolina;37-3019;Grounds Maintenance Workers, All Other;18.14;37,720
South Carolina;39-0000;Personal Care and Service Occupations;15.93;33,130
South Carolina;39-1013;First-Line Supervisors of Gambling Services Workers;32.30;67,170
South Carolina;39-1014;First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services;23.83;49,560
South Carolina;39-1022;First-Line Supervisors of Personal Service Workers;22.18;46,130
South Carolina;39-2011;Animal Trainers;18.82;39,140
South Carolina;39-2021;Animal Caretakers;14.34;29,820
South Carolina;39-3011;Gambling Dealers;10.45;21,740
South Carolina;39-3012;Gambling and Sports Book Writers and Runners;14.41;29,970
South Carolina;39-3031;Ushers, Lobby Attendants, and Ticket Takers;12.86;26,740
South Carolina;39-3091;Amusement and Recreation Attendants;11.95;24,860
South Carolina;39-3092;Costume Attendants;15.65;32,540
South Carolina;39-3093;Locker Room, Coatroom, and Dressing Room Attendants;14.08;29,280
South Carolina;39-4011;Embalmers;32.88;68,390
South Carolina;39-4021;Funeral Attendants;14.14;29,420
South Carolina;39-4031;Morticians, Undertakers, and Funeral Arrangers;24.07;50,070
South Carolina;39-5011;Barbers;16.49;34,300
South Carolina;39-5012;Hairdressers, Hairstylists, and Cosmetologists;16.45;34,210
South Carolina;39-5092;Manicurists and Pedicurists;15.02;31,250
South Carolina;39-5094;Skincare Specialists;21.64;45,010
South Carolina;39-6011;Baggage Porters and Bellhops;12.00;24,950
South Carolina;39-6012;Concierges;17.82;37,070
South Carolina;39-7010;Tour and Travel Guides;24.49;50,930
South Carolina;39-9011;Childcare Workers;13.34;27,750
South Carolina;39-9031;Exercise Trainers and Group Fitness Instructors;20.06;41,720
South Carolina;39-9032;Recreation Workers;16.19;33,680
South Carolina;39-9041;Residential Advisors;18.65;38,790
South Carolina;39-9099;Personal Care and Service Workers, All Other;15.47;32,180
South Carolina;41-0000;Sales and Related Occupations;21.79;45,330
South Carolina;41-1011;First-Line Supervisors of Retail Sales Workers;22.66;47,130
South Carolina;41-1012;First-Line Supervisors of Non-Retail Sales Workers;37.50;78,000
South Carolina;41-2011;Cashiers;12.60;26,210
South Carolina;41-2021;Counter and Rental Clerks;17.14;35,650
South Carolina;41-2022;Parts Salespersons;17.29;35,950
South Carolina;41-2031;Retail Salespersons;15.24;31,700
South Carolina;41-3011;Advertising Sales Agents;29.28;60,910
South Carolina;41-3021;Insurance Sales Agents;31.01;64,500
South Carolina;41-3031;Securities, Commodities, and Financial Services Sales Agents;36.50;75,910
South Carolina;41-3041;Travel Agents;20.71;43,070
South Carolina;41-3091;Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel;33.46;69,600
South Carolina;41-4011;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;43.53;90,550
South Carolina;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;36.23;75,360
South Carolina;41-9011;Demonstrators and Product Promoters;16.53;34,380
South Carolina;41-9021;Real Estate Brokers;*;*
South Carolina;41-9022;Real Estate Sales Agents;38.05;79,140
South Carolina;41-9031;Sales Engineers;52.07;108,310
South Carolina;41-9041;Telemarketers;17.02;35,390
South Carolina;41-9091;Door-to-Door Sales Workers, News and Street Vendors, and Related Workers;11.49;23,890
South Carolina;41-9099;Sales and Related Workers, All Other;22.77;47,360
South Carolina;43-0000;Office and Administrative Support Occupations;20.31;42,240
South Carolina;43-1011;First-Line Supervisors of Office and Administrative Support Workers;29.53;61,420
South Carolina;43-2011;Switchboard Operators, Including Answering Service;15.54;32,330
South Carolina;43-2021;Telephone Operators;18.98;39,480
South Carolina;43-3011;Bill and Account Collectors;18.94;39,400
South Carolina;43-3021;Billing and Posting Clerks;20.46;42,560
South Carolina;43-3031;Bookkeeping, Accounting, and Auditing Clerks;21.42;44,550
South Carolina;43-3051;Payroll and Timekeeping Clerks;23.91;49,730
South Carolina;43-3061;Procurement Clerks;21.29;44,280
South Carolina;43-3071;Tellers;18.30;38,070
South Carolina;43-3099;Financial Clerks, All Other;21.34;44,380
South Carolina;43-4011;Brokerage Clerks;23.63;49,150
South Carolina;43-4021;Correspondence Clerks;19.42;40,400
South Carolina;43-4031;Court, Municipal, and License Clerks;20.57;42,790
South Carolina;43-4041;Credit Authorizers, Checkers, and Clerks;*;*
South Carolina;43-4051;Customer Service Representatives;18.47;38,420
South Carolina;43-4061;Eligibility Interviewers, Government Programs;18.37;38,220
South Carolina;43-4071;File Clerks;17.33;36,040
South Carolina;43-4081;Hotel, Motel, and Resort Desk Clerks;13.93;28,970
South Carolina;43-4111;Interviewers, Except Eligibility and Loan;16.77;34,880
South Carolina;43-4121;Library Assistants, Clerical;15.10;31,420
South Carolina;43-4131;Loan Interviewers and Clerks;21.14;43,970
South Carolina;43-4141;New Accounts Clerks;22.82;47,460
South Carolina;43-4151;Order Clerks;19.30;40,140
South Carolina;43-4161;Human Resources Assistants, Except Payroll and Timekeeping;20.05;41,710
South Carolina;43-4171;Receptionists and Information Clerks;15.77;32,800
South Carolina;43-4181;Reservation and Transportation Ticket Agents and Travel Clerks;21.12;43,930
South Carolina;43-4199;Information and Record Clerks, All Other;22.04;45,840
South Carolina;43-5011;Cargo and Freight Agents;23.53;48,940
South Carolina;43-5021;Couriers and Messengers;15.72;32,710
South Carolina;43-5031;Public Safety Telecommunicators;18.73;38,950
South Carolina;43-5032;Dispatchers, Except Police, Fire, and Ambulance;21.63;45,000
South Carolina;43-5041;Meter Readers, Utilities;21.87;45,480
South Carolina;43-5051;Postal Service Clerks;29.26;60,850
South Carolina;43-5052;Postal Service Mail Carriers;27.69;57,600
South Carolina;43-5053;Postal Service Mail Sorters, Processors, and Processing Machine Operators;26.03;54,140
South Carolina;43-5061;Production, Planning, and Expediting Clerks;26.43;54,960
South Carolina;43-5071;Shipping, Receiving, and Inventory Clerks;19.34;40,230
South Carolina;43-5111;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;21.71;45,160
South Carolina;43-6011;Executive Secretaries and Executive Administrative Assistants;28.61;59,520
South Carolina;43-6012;Legal Secretaries and Administrative Assistants;20.85;43,360
South Carolina;43-6013;Medical Secretaries and Administrative Assistants;19.04;39,600
South Carolina;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;19.52;40,600
South Carolina;43-9021;Data Entry Keyers;17.76;36,940
South Carolina;43-9022;Word Processors and Typists;21.08;43,850
South Carolina;43-9031;Desktop Publishers;23.73;49,370
South Carolina;43-9041;Insurance Claims and Policy Processing Clerks;22.72;47,250
South Carolina;43-9051;Mail Clerks and Mail Machine Operators, Except Postal Service;16.12;33,520
South Carolina;43-9061;Office Clerks, General;17.66;36,730
South Carolina;43-9071;Office Machine Operators, Except Computer;17.23;35,850
South Carolina;43-9081;Proofreaders and Copy Markers;17.98;37,400
South Carolina;43-9111;Statistical Assistants;19.66;40,890
South Carolina;43-9199;Office and Administrative Support Workers, All Other;23.83;49,570
South Carolina;45-0000;Farming, Fishing, and Forestry Occupations;19.81;41,200
South Carolina;45-1011;First-Line Supervisors of Farming, Fishing, and Forestry Workers;28.10;58,450
South Carolina;45-2011;Agricultural Inspectors;23.49;48,860
South Carolina;45-2041;Graders and Sorters, Agricultural Products;16.08;33,440
South Carolina;45-2091;Agricultural Equipment Operators;17.06;35,480
South Carolina;45-2092;Farmworkers and Laborers, Crop, Nursery, and Greenhouse;16.20;33,700
South Carolina;45-2093;Farmworkers, Farm, Ranch, and Aquacultural Animals;13.61;28,300
South Carolina;45-4011;Forest and Conservation Workers;14.42;29,980
South Carolina;45-4021;Fallers;29.07;60,460
South Carolina;45-4022;Logging Equipment Operators;21.50;44,720
South Carolina;45-4023;Log Graders and Scalers;22.03;45,820
South Carolina;47-0000;Construction and Extraction Occupations;23.98;49,880
South Carolina;47-1011;First-Line Supervisors of Construction Trades and Extraction Workers;33.04;68,730
South Carolina;47-2011;Boilermakers;39.87;82,940
South Carolina;47-2021;Brickmasons and Blockmasons;21.77;45,290
South Carolina;47-2031;Carpenters;23.36;48,600
South Carolina;47-2041;Carpet Installers;22.07;45,900
South Carolina;47-2042;Floor Layers, Except Carpet, Wood, and Hard Tiles;21.26;44,220
South Carolina;47-2044;Tile and Stone Setters;24.34;50,630
South Carolina;47-2051;Cement Masons and Concrete Finishers;21.49;44,700
South Carolina;47-2061;Construction Laborers;19.92;41,430
South Carolina;47-2071;Paving, Surfacing, and Tamping Equipment Operators;19.97;41,540
South Carolina;47-2072;Pile Driver Operators;24.97;51,950
South Carolina;47-2073;Operating Engineers and Other Construction Equipment Operators;22.29;46,360
South Carolina;47-2081;Drywall and Ceiling Tile Installers;20.18;41,980
South Carolina;47-2111;Electricians;26.61;55,360
South Carolina;47-2121;Glaziers;23.09;48,030
South Carolina;47-2131;Insulation Workers, Floor, Ceiling, and Wall;19.01;39,540
South Carolina;47-2132;Insulation Workers, Mechanical;21.75;45,250
South Carolina;47-2141;Painters, Construction and Maintenance;21.19;44,080
South Carolina;47-2151;Pipelayers;21.08;43,850
South Carolina;47-2152;Plumbers, Pipefitters, and Steamfitters;25.74;53,540
South Carolina;47-2171;Reinforcing Iron and Rebar Workers;24.77;51,530
South Carolina;47-2181;Roofers;20.72;43,090
South Carolina;47-2211;Sheet Metal Workers;23.51;48,910
South Carolina;47-2221;Structural Iron and Steel Workers;27.20;56,580
South Carolina;47-2231;Solar Photovoltaic Installers;23.21;48,280
South Carolina;47-3011;Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters;15.59;32,430
South Carolina;47-3012;Helpers--Carpenters;16.63;34,590
South Carolina;47-3013;Helpers--Electricians;16.91;35,180
South Carolina;47-3015;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;19.28;40,110
South Carolina;47-3019;Helpers, Construction Trades, All Other;17.72;36,850
South Carolina;47-4011;Construction and Building Inspectors;28.70;59,700
South Carolina;47-4021;Elevator and Escalator Installers and Repairers;39.09;81,300
South Carolina;47-4031;Fence Erectors;27.32;56,830
South Carolina;47-4041;Hazardous Materials Removal Workers;20.85;43,370
South Carolina;47-4051;Highway Maintenance Workers;18.38;38,240
South Carolina;47-4061;Rail-Track Laying and Maintenance Equipment Operators;24.69;51,360
South Carolina;47-4071;Septic Tank Servicers and Sewer Pipe Cleaners;19.99;41,580
South Carolina;47-4090;Miscellaneous Construction and Related Workers;22.65;47,100
